지점,지점명,일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),합계 일조시간(hr)
106,동해,2018-12,3.2,14.7,-8.4,22.2,207
106,동해,2019-01,2.8,12.8,-6,14.3,235
106,동해,2019-02,3.8,12.4,-5,15.4,199.6
106,동해,2019-03,8.4,20.6,.4,51.5,225.3
106,동해,2019-04,11.3,24.8,1.2,102.6,197.6
106,동해,2019-05,18.4,33.3,5.9,3.3,231.1
106,동해,2019-06,18.6,27.5,11.3,125.4,227.2
106,동해,2019-07,23.4,33.5,17,191.4,192.6
106,동해,2019-08,24.1,31.6,17.7,149.9,231.7
106,동해,2019-09,20,29.1,11.5,255.6,143.8
106,동해,2019-10,15.4,22.2,7.8,512.5,152
106,동해,2019-11,9.6,19.6,-.6,102.1,172.8
106,동해,2019-12,4.9,14.9,-4.2,8.8,191.9
106,동해,2020-01,4.2,11.4,-2.8,97.9,158.2
106,동해,2020-02,4.6,15.4,-6.2,73.7,174.9
106,동해,2020-03,7.9,19.4,-.8,48.3,253
106,동해,2020-04,10.9,25.3,1.5,50.9,253.6
106,동해,2020-05,16.3,30.9,7.5,90.3,223.9
106,동해,2020-06,20.8,31.5,14.5,120.4,241.1
106,동해,2020-07,20.2,30.1,14,346.1,149.8
106,동해,2020-08,24.4,32.9,19.2,171.9,143.6
106,동해,2020-09,19.3,28.2,10.5,304,170.6
106,동해,2020-10,13.8,23.5,5.7,5.1,210.3
106,동해,2020-11,10.1,23.2,-1.3,11.5,191.4
106,동해,2020-12,2.7,12.8,-9.2,2.3,216.6
106,동해,2021-01,.6,15.2,-12.6,2.7,203.3
106,동해,2021-02,4.6,21.7,-8.3,.9,205.7
106,동해,2021-03,8.6,19.2,-3.9,99.8,207.7
106,동해,2021-04,11.9,24,1.2,80.3,229.9
106,동해,2021-05,15.8,27,7,116.9,220.6
106,동해,2021-06,19.8,28.4,12.6,40.6,187.4
106,동해,2021-07,24.6,32.2,18.9,110.8,259.9
106,동해,2021-08,23.8,31.9,18.3,423.3,108.3
106,동해,2021-09,20.8,28.3,15,176.8,169.1
106,동해,2021-10,15.8,29.5,3.8,150.5,164.6
106,동해,2021-11,10.9,20.5,.8,7.6,213.2
106,동해,2021-12,4.8,15.3,-9.6,34.4,213.4
106,동해,2022-01,2.1,9.7,-6.5,10.8,222.6
106,동해,2022-02,2.4,15,-7.7,.8,237
106,동해,2022-03,8.6,21.7,-1.1,94.4,200.3
106,동해,2022-04,14.6,30,2.9,42.7,251.9
106,동해,2022-05,18.3,32.7,6.7,4.4,283.3
106,동해,2022-06,21.1,34.1,13.2,118,171.7
106,동해,2022-07,23.9,33.4,19.5,159.7,149.2
106,동해,2022-08,24.4,34,15,237.2,134.6
106,동해,2022-09,20.2,27.4,11.7,116.9,187.6
106,동해,2022-10,14.5,29.1,6,260.4,153.4
106,동해,2022-11,12.1,23.2,-1.9,55.7,188.9
106,동해,2022-12,2.3,13.6,-8.7,.4,222
106,동해,2023-01,2.8,17.9,-12.4,63.7,212.1
106,동해,2023-02,4.6,16.4,-3.2,70.7,175.4
106,동해,2023-03,10.6,24.8,.6,9.4,230.6
106,동해,2023-04,14,29.6,5.9,11.4,225.8
106,동해,2023-05,17.4,34.3,6.1,73.6,238.6
106,동해,2023-06,21.5,32.1,14.8,111.6,241.2
106,동해,2023-07,24.7,34,18.6,75.4,175.6
106,동해,2023-08,24.8,35.7,20,392.8,181.7
106,동해,2023-09,21.7,30,13.4,261.2,170.5
106,동해,2023-10,16.1,24.7,6.3,31.2,213.1
106,동해,2023-11,10.5,27.2,-2.9,74.6,207
106,동해,2023-12,4.3,19.1,-8.7,181.2,186.1
106,동해,2024-01,2.8,13.2,-9.6,55.2,196.8
106,동해,2024-02,4,19.9,-1.8,153.6,94.8
106,동해,2024-03,7.2,21.2,-4.3,71.2,174.7
106,동해,2024-04,14.3,26.4,2.1,33.6,205.5
106,동해,2024-05,17.9,31.1,5.7,57.9,255.9
106,동해,2024-06,22.1,33.9,11.7,81.7,275.8
106,동해,2024-07,26.6,36.6,18.8,135.3,155.4
106,동해,2024-08,27.5,38.5,20.4,72.7,238.9
106,동해,2024-09,22.9,33.5,12.9,413.4,124.7
106,동해,2024-10,16.2,25.1,7.8,122.4,132.9
106,동해,2024-11,11.2,23.3,-.6,64.5,87.3
106,동해,2024-12,3.9,17.6,-3.1,13.5,211.4
106,동해,2025-01,1.9,11.7,-10.4,25.7,215
108,서울,2005-01,-2.5,7.3,-11,4.5,191.5
108,서울,2005-02,-1.9,10.5,-13.1,17.2,177.8
108,서울,2005-03,4.1,17.6,-6.5,12.5,221.9
108,서울,2005-04,13.2,29.8,4.1,94.7,199.5
108,서울,2005-05,17.7,30.2,6.3,85.8,235.3
108,서울,2005-06,22.7,32,15.5,168.5,138.3
108,서울,2005-07,25.3,34.2,18.3,269.4,79.4
108,서울,2005-08,25.1,35,16.5,285,103.1
108,서울,2005-09,21.8,30.8,13.8,313.3,113.7
108,서울,2005-10,14.7,24.9,3,52.6,200
108,서울,2005-11,8.6,21.8,-1.1,44.6,172.5
108,서울,2005-12,-3.9,11.1,-14,10.3,204.1
108,서울,2006-01,-.2,9.3,-10.1,34.3,161.1
108,서울,2006-02,.1,11.5,-14.1,15.7,172.6
108,서울,2006-03,5.2,17.2,-6.9,14,201.9
108,서울,2006-04,11.6,22.2,2.9,51.8,136
108,서울,2006-05,18.4,28.3,10.8,156.2,199.1
108,서울,2006-06,21.8,32.4,14.1,168.5,155.8
108,서울,2006-07,23.1,30.1,17.5,1014,34.3
108,서울,2006-08,27,34.7,20.8,121.2,177.1
108,서울,2006-09,21.1,30.3,11.3,11.1,195.7
108,서울,2006-10,17.9,27.5,7.9,30.2,185.2
108,서울,2006-11,8.4,20.2,-1.3,47.6,153.5
108,서울,2006-12,1.4,12.6,-12.3,17.3,159.4
108,서울,2007-01,.4,11.8,-7.6,10.8,181.9
108,서울,2007-02,4,14.8,-8.6,12.6,171.5
108,서울,2007-03,6.1,16.2,-7.6,123.5,147.1
108,서울,2007-04,11.4,22.5,1.6,41.1,191.8
108,서울,2007-05,18.1,30.1,9,137.6,197.3
108,서울,2007-06,23.2,33.2,14.1,54.5,175.2
108,서울,2007-07,24.2,31.2,17.7,274.1,91.5
108,서울,2007-08,26.5,33.2,19.8,237.6,105.7
108,서울,2007-09,21.5,31.1,14.1,241.9,85.1
108,서울,2007-10,15.1,26.2,3.2,39.5,170.9
108,서울,2007-11,6.7,19.3,-5.5,26.4,188.5
108,서울,2007-12,1.8,13.8,-7.4,12.7,140.8
108,서울,2008-01,-1.7,7.3,-11.1,17.7,166.5
108,서울,2008-02,-1.2,10.5,-10.1,15,224.2
108,서울,2008-03,7.3,19.8,-1.7,53.9,187.3
108,서울,2008-04,14.1,28,3.8,38.5,208.1
108,서울,2008-05,17.7,28.5,8.1,97.7,213.8
108,서울,2008-06,21.5,29.6,13.7,165,173.8
108,서울,2008-07,25.1,32.9,20.2,530.8,78.7
108,서울,2008-08,25.3,35.4,16.3,251.2,196.6
108,서울,2008-09,22,32,10.3,99.2,184.6
108,서울,2008-10,16.1,28.3,5.6,41.8,185.1
108,서울,2008-11,7.6,18.4,-7.2,19.6,169.7
108,서울,2008-12,1.1,13.3,-13.1,25.9,157
108,서울,2009-01,-2,12.2,-11.4,5.7,210.6
108,서울,2009-02,2.9,16.1,-8.6,36.9,125.6
108,서울,2009-03,6,22.2,-3.3,63.9,202.7
108,서울,2009-04,12.7,25.8,2.2,66.5,204.5
108,서울,2009-05,19.1,31,9.8,109,240.2
108,서울,2009-06,22.4,32.4,14.3,132,181
108,서울,2009-07,24.3,32.4,18.7,659.4,115.8
108,서울,2009-08,25.7,34.4,16.4,285.3,150.9
108,서울,2009-09,21.8,29.9,14.4,64.5,201.6
108,서울,2009-10,16,26.4,6.2,66.9,236.3
108,서울,2009-11,6.9,21.8,-4.3,52.4,130.1
108,서울,2009-12,-1,10.1,-12.9,21.5,146.1
108,서울,2010-01,-4.5,8.4,-15.3,29.3,167.9
108,서울,2010-02,1.4,17.9,-10.8,55.3,141.2
108,서울,2010-03,4.3,14.2,-4,82.5,133
108,서울,2010-04,9.5,20.7,1.1,62.8,166.3
108,서울,2010-05,17.2,28.6,5.8,124,178.5
108,서울,2010-06,23.4,32.7,12.1,127.6,203
108,서울,2010-07,25.8,32.3,21,239.2,89.8
108,서울,2010-08,26.5,33.8,19.9,598.7,96.5
108,서울,2010-09,21.8,31.4,8.4,671.5,146.4
108,서울,2010-10,14.5,24.2,.7,25.6,194.6
108,서울,2010-11,6.5,17.4,-5.2,10.9,180.3
108,서울,2010-12,-1.3,13.5,-15.1,16.1,157.8
108,서울,2011-01,-7.2,.3,-17.8,8.9,218.5
108,서울,2011-02,1.2,13.2,-9.2,29.1,166.6
108,서울,2011-03,3.6,16.8,-5.5,14.6,240.2
108,서울,2011-04,10.7,19,4.3,110.1,202.1
108,서울,2011-05,17.9,31.2,8.5,53.4,180.4
108,서울,2011-06,22,32.9,14.4,404.5,170.8
108,서울,2011-07,24.6,34.1,18.9,1131,80.4
108,서울,2011-08,25.8,34.1,18.1,166.8,94
108,서울,2011-09,21.8,32.4,10.3,25.6,180.4
108,서울,2011-10,14.2,23.4,3.1,32,215.3
108,서울,2011-11,10.7,25.9,-5.5,56.2,129.5
108,서울,2011-12,-.9,9.1,-10.6,7.1,195.6
108,서울,2012-01,-2.8,8.4,-12.2,6.7,190.5
108,서울,2012-02,-2,12.1,-17.1,.8,224.9
108,서울,2012-03,5.1,16.2,-5.7,47.4,191.8
108,서울,2012-04,12.3,29.4,.6,157,212.5
108,서울,2012-05,19.7,29.3,12,8.2,251.3
108,서울,2012-06,24.1,33.5,16.3,91.9,232
108,서울,2012-07,25.4,33.2,18.5,448.9,144
108,서울,2012-08,27.1,36.7,18.7,464.9,158.7
108,서울,2012-09,21,29.5,12,212,190.8
108,서울,2012-10,15.3,26,2.8,99.3,235.4
108,서울,2012-11,5.5,15.7,-3,67.8,181.1
108,서울,2012-12,-4.1,8.3,-14.5,41.4,193.6
108,서울,2013-01,-3.4,11.5,-16.4,22.1,167.7
108,서울,2013-02,-1.2,13.9,-15.8,74.1,187.2
108,서울,2013-03,5.1,23.8,-4.4,27.3,256.3
108,서울,2013-04,10,21.6,1.3,71.7,213.2
108,서울,2013-05,18.2,31.8,7.9,132,238.1
108,서울,2013-06,24.4,32.6,16.3,28.3,224
108,서울,2013-07,25.5,31.3,20.5,676.2,101
108,서울,2013-08,27.7,33.9,21.1,148.6,217.9
108,서울,2013-09,21.8,31.1,10.9,138.5,191
108,서울,2013-10,15.8,28.1,4.3,13.5,249.9
108,서울,2013-11,6.2,20.7,-6.4,46.8,188
108,서울,2013-12,-.2,11,-9.8,24.7,184.4
108,서울,2014-01,-.7,8.2,-10.5,13,184.4
108,서울,2014-02,1.9,16.4,-10.5,16.2,163.9
108,서울,2014-03,7.9,23.8,-4.6,7.2,214.7
108,서울,2014-04,14,26.2,2.3,31,213.2
108,서울,2014-05,18.9,33.3,6.8,63,304
108,서울,2014-06,23.1,31.1,17.3,98.1,184.9
108,서울,2014-07,26.1,34.4,19.1,207.9,172.7
108,서울,2014-08,25.2,35.8,18.3,172.8,150.7
108,서울,2014-09,22.1,31.3,14.9,88.1,214.3
108,서울,2014-10,15.6,29,2.7,52.2,239.8
108,서울,2014-11,9,22.9,-3.1,41.5,194.1
108,서울,2014-12,-2.9,7.9,-13.2,17.9,195.6
108,서울,2015-01,-.9,9,-9.8,11.3,193.3
108,서울,2015-02,1,13,-13,22.7,180
108,서울,2015-03,6.3,21.9,-6.9,9.6,270.8
108,서울,2015-04,13.3,28.3,3.5,80.5,216
108,서울,2015-05,18.9,32.2,8.3,28.9,290.4
108,서울,2015-06,23.6,34.9,15.6,99,258.1
108,서울,2015-07,25.8,36,18.2,226,176.1
108,서울,2015-08,26.3,34.4,18.9,72.9,207
108,서울,2015-09,22.4,31,14.2,26,262.1
108,서울,2015-10,15.5,26.6,1.1,81.5,239.7
108,서울,2015-11,8.9,21,-7.3,104.6,109
108,서울,2015-12,1.6,12.2,-9.5,29.1,177.8
108,서울,2016-01,-3.2,9.5,-18,1,196.1
108,서울,2016-02,.2,14.4,-10,47.6,195.2
108,서울,2016-03,7,21.4,-7.5,40.5,253.7
108,서울,2016-04,14.1,29.6,5.1,76.8,219.5
108,서울,2016-05,19.6,31.9,8.9,160.5,280.1
108,서울,2016-06,23.6,32.2,17.1,54.4,229.7
108,서울,2016-07,26.2,34.1,19.8,358.2,160.4
108,서울,2016-08,28,36.6,16.1,67.1,236.1
108,서울,2016-09,23.1,31.1,14.3,33,191.6
108,서울,2016-10,16.1,29,.7,74.8,195.7
108,서울,2016-11,6.8,18.6,-6.2,16.7,173.3
108,서울,2016-12,1.2,13.6,-9.8,61.1,166.4
108,서울,2017-01,-1.8,11.4,-12.6,14.9,209
108,서울,2017-02,-.2,12.3,-9.3,11.1,210
108,서울,2017-03,6.3,18.9,-5.3,7.9,255.2
108,서울,2017-04,13.9,27.8,3.1,61.6,259.7
108,서울,2017-05,19.5,30.3,10,16.1,301.5
108,서울,2017-06,23.3,34.1,14.5,66.6,285.2
108,서울,2017-07,26.9,35.4,21.9,621,123.1
108,서울,2017-08,25.9,35.3,16.1,297,166.2
108,서울,2017-09,22.1,31.4,11.2,35,233.7
108,서울,2017-10,16.4,29.4,2.5,26.5,222.7
108,서울,2017-11,5.6,18.4,-6.6,40.7,163.9
108,서울,2017-12,-1.9,8.7,-12.3,34.8,176.1
108,서울,2018-01,-4,8.7,-17.8,8.5,186.7
108,서울,2018-02,-1.6,10.4,-13.4,29.6,194.2
108,서울,2018-03,8.1,22.1,-6.7,49.5,209.1
108,서울,2018-04,13,26.3,.1,130.3,223.4
108,서울,2018-05,18.2,29.6,6.9,222,231.6
108,서울,2018-06,23.1,32.9,16.3,171.5,236.6
108,서울,2018-07,27.8,38.3,17.7,185.6,228.5
108,서울,2018-08,28.8,39.6,20.2,202.6,232.5
108,서울,2018-09,21.5,30.9,10.8,68.5,218.7
108,서울,2018-10,13.1,25.6,.7,120.5,241.9
108,서울,2018-11,7.8,19.4,-3.1,79.1,177.6
108,서울,2018-12,-.6,13.5,-14.4,16.4,199.9
108,서울,2019-01,-.9,8.5,-10.1,0,215
108,서울,2019-02,1,14.5,-10.2,23.8,190.5
108,서울,2019-03,7.1,17.6,-1.7,26.8,203.8
108,서울,2019-04,12.1,28.2,.3,47.3,221.6
108,서울,2019-05,19.4,33.4,8.4,37.8,314
108,서울,2019-06,22.5,32.8,14.1,74,235.1
108,서울,2019-07,25.9,36.1,19.3,194.4,150.1
108,서울,2019-08,27.2,36.8,18.5,190.5,239.3
108,서울,2019-09,22.6,30.5,13.6,139.8,168.9
108,서울,2019-10,16.4,28.2,4.7,55.5,236.5
108,서울,2019-11,7.6,22.1,-4.6,78.8,203.2
108,서울,2019-12,1.4,12.9,-10.9,22.6,164.2
108,서울,2020-01,1.6,11.9,-6.5,60.5,177.9
108,서울,2020-02,2.5,15.6,-11.8,53.1,185
108,서울,2020-03,7.7,20.6,-2.8,16.3,262.9
108,서울,2020-04,11.1,23.8,1.9,16.9,283.3
108,서울,2020-05,18,30,9.2,112.4,177.9
108,서울,2020-06,23.9,35.4,14.8,139.6,206.1
108,서울,2020-07,24.1,32.9,17.2,270.4,119.4
108,서울,2020-08,26.5,34.5,21.5,675.7,74.7
108,서울,2020-09,21.4,29.5,13.6,181.5,174.3
108,서울,2020-10,14.3,23.6,3.2,0,227.1
108,서울,2020-11,8,20,-3.6,120.1,171.5
108,서울,2020-12,-.3,11.4,-12.9,4.6,203.6
108,서울,2021-01,-2.4,13.9,-18.6,18.9,176.4
108,서울,2021-02,2.7,17.4,-10.6,7.1,181
108,서울,2021-03,9,22.9,-1.2,110.9,213
108,서울,2021-04,14.2,28.2,3.1,124.1,208.6
108,서울,2021-05,17.1,30.8,7.3,183.1,203.7
108,서울,2021-06,22.8,31.6,13.3,104.6,185.5
108,서울,2021-07,28.1,36.5,19.6,168.3,195.2
108,서울,2021-08,25.9,33.7,18.1,211.2,127.3
108,서울,2021-09,22.6,30.3,16,131,182
108,서울,2021-10,15.6,28.8,1.3,57,168.4
108,서울,2021-11,8.2,21.3,-3.7,62.4,163.6
108,서울,2021-12,.6,13.3,-15.5,7.9,185.4
108,서울,2022-01,-2.2,8.4,-11.3,5.5,206.9
108,서울,2022-02,-1.1,11.5,-10.7,4.7,203.8
108,서울,2022-03,7.7,19.5,-3,102.6,173
108,서울,2022-04,14.8,28.7,3.5,20.4,246.4
108,서울,2022-05,19.1,30.7,7.9,7.5,302.3
108,서울,2022-06,23.3,32.7,14.9,393.8,131.9
108,서울,2022-07,27.3,36.1,20.8,252.3,140.1
108,서울,2022-08,25.7,32.9,16.1,564.8,116.3
108,서울,2022-09,22.4,32.5,12.3,201.5,203.9
108,서울,2022-10,14.6,27.6,4.4,124.1,216
108,서울,2022-11,10,22.1,-8.1,84.5,187.5
108,서울,2022-12,-2.8,10.2,-13.7,13.6,197.1
108,서울,2023-01,-1.5,12.5,-17.3,47.9,190.9
108,서울,2023-02,2.3,12.4,-5.3,1,198.2
108,서울,2023-03,9.8,25.1,-1.9,10.5,239.8
108,서울,2023-04,13.8,28.4,3.1,96.9,182.3
108,서울,2023-05,19.5,31.2,7.9,155.6,235.6
108,서울,2023-06,23.4,34,16.6,195.6,195.1
108,서울,2023-07,26.7,34.9,21.6,459.9,146.1
108,서울,2023-08,27.2,35.8,20.8,298.1,156.1
108,서울,2023-09,23.7,32.8,15.2,134.5,157.1
108,서울,2023-10,15.8,24.6,5.4,31,208.7
108,서울,2023-11,6.8,25.9,-7.3,81.9,171.9
108,서울,2023-12,1.1,16.8,-14.7,85.9,142.2
108,서울,2024-01,-.5,10.6,-14,18.9,177.4
108,서울,2024-02,3.8,18.3,-3.1,74.7,109.3
108,서울,2024-03,7,23.4,-8.1,29.9,190.6
108,서울,2024-04,16.3,29.4,5.5,33.2,209.2
108,서울,2024-05,18.5,28.5,6.9,125.1,262
108,서울,2024-06,24.6,35.8,15.7,115.9,285.6
108,서울,2024-07,26.6,33.3,21.3,557.3,96.3
108,서울,2024-08,29.3,36.4,22.6,72.8,179
108,서울,2024-09,25.5,34.6,15.6,143.9,166.9
108,서울,2024-10,16.7,25.7,7.1,74,166.4
108,서울,2024-11,9.7,25.1,-3.4,60,182.9
108,서울,2024-12,.8,13,-7.7,5.7,206.3
108,서울,2025-01,-.4,11.4,-12.2,19.5,168.6
112,인천,2005-01,-1.1,10.7,-10,2.5,207.3
112,인천,2005-02,-.6,13.2,-11.5,17,186.6
112,인천,2005-03,4.8,17.1,-5,12.9,248.7
112,인천,2005-04,12.4,32.7,3.5,76.4,224.7
112,인천,2005-05,17.3,30.8,5.9,82,268.7
112,인천,2005-06,21.4,30.1,14.2,145.3,167.3
112,인천,2005-07,24.2,33.6,18.8,228.9,128
112,인천,2005-08,24.7,33.8,15.7,201.3,140.3
112,인천,2005-09,21.4,31.3,13.3,302.6,141.6
112,인천,2005-10,14.5,24.6,1.5,41.3,221.8
112,인천,2005-11,8.6,22.8,-1.8,38.7,191
112,인천,2005-12,-3.6,12.7,-13.5,6.9,206.2
112,인천,2006-01,-.3,9.1,-10.5,33.2,160.7
112,인천,2006-02,0,11.1,-13.3,14.9,173.7
112,인천,2006-03,4.9,15.6,-5.8,5,212.9
112,인천,2006-04,10.9,22.2,3.9,35,147.5
112,인천,2006-05,17.1,26.6,10.6,186.5,217.1
112,인천,2006-06,20.3,29.2,15.3,134,171.4
112,인천,2006-07,22.4,29.2,17.5,765,61.1
112,인천,2006-08,26.3,32.5,20.6,36.2,226.7
112,인천,2006-09,21.2,29.2,13.1,11.2,200.9
112,인천,2006-10,17.9,27.8,9.1,19.5,196
112,인천,2006-11,9.1,20.2,-.6,36.2,155.5
112,인천,2006-12,2.3,12,-11.1,23.4,168.8
112,인천,2007-01,.9,9.3,-6.5,3.5,182.8
112,인천,2007-02,4.1,13.6,-8.1,10,184.6
112,인천,2007-03,6.2,15.3,-6,108.3,153.8
112,인천,2007-04,10.8,19.3,3.7,28,203.8
112,인천,2007-05,16.6,27.1,9.1,134.1,216.7
112,인천,2007-06,21.6,30.5,14.8,59.5,188.7
112,인천,2007-07,23,29.3,18.6,228.5,114.9
112,인천,2007-08,25.5,31.8,19.1,239,127.7
112,인천,2007-09,21.3,28.7,14.6,224.4,99.6
112,인천,2007-10,15.2,25.7,4.5,52.7,185.9
112,인천,2007-11,7.4,17.3,-5,24.9,200.8
112,인천,2007-12,2.5,14.3,-6,7.1,152.7
112,인천,2008-01,-1.5,7.8,-10.5,13.7,162.2
112,인천,2008-02,-.7,9.7,-8.5,4.9,235.5
112,인천,2008-03,7,19.1,-.5,45.8,203.9
112,인천,2008-04,13.1,24.8,4.9,48.5,218.4
112,인천,2008-05,16.6,27.3,8.9,63.9,217.2
112,인천,2008-06,20.7,28.6,13.5,102.3,179.2
112,인천,2008-07,24.1,30.5,19.6,522.8,105.6
112,인천,2008-08,24.8,33.6,16.9,165.7,224.1
112,인천,2008-09,21.9,30.1,10.4,76,197.9
112,인천,2008-10,16.6,25.7,7.1,55.7,192.1
112,인천,2008-11,8.5,19.1,-6.4,18,171.8
112,인천,2008-12,2.1,13.4,-11.4,20.1,176.5
112,인천,2009-01,-1.2,11.9,-10.6,6.1,217
112,인천,2009-02,2.9,15.3,-8.3,25.1,130.2
112,인천,2009-03,6,20.6,-3,64.1,203.9
112,인천,2009-04,11.5,21.9,3.1,40.4,219
112,인천,2009-05,17.3,29.1,9.2,134.5,249.8
112,인천,2009-06,20.8,29.5,14.4,91.4,216.3
112,인천,2009-07,23.3,29.7,19.3,470.6,181.4
112,인천,2009-08,25.1,31.4,16.5,316,188.4
112,인천,2009-09,21.4,28.3,14.6,51,214.9
112,인천,2009-10,16.3,25.8,6.7,88.5,231
112,인천,2009-11,7.6,19.6,-3.6,77,133
112,인천,2009-12,.1,10.8,-10.9,17.4,149.2
112,인천,2010-01,-3.2,9.3,-12.8,29.2,166.7
112,인천,2010-02,1.7,17.3,-9.3,50.1,150.2
112,인천,2010-03,5.1,14.4,-2.8,62.9,143
112,인천,2010-04,9.6,19.7,2.1,57.3,182.4
112,인천,2010-05,16.1,26.3,7.2,104.9,192.6
112,인천,2010-06,21.9,30.6,13.8,200.2,222.8
112,인천,2010-07,24.7,30.9,20.7,275.4,147.1
112,인천,2010-08,26.1,33.2,18.9,485.1,135.6
112,인천,2010-09,22.1,30.8,10.8,454.1,169.3
112,인천,2010-10,15.1,23.8,.7,29,213.1
112,인천,2010-11,7.7,17,-4.1,13.4,199.5
112,인천,2010-12,.1,15.1,-12.6,16.1,153.6
112,인천,2011-01,-5.6,3.4,-14.9,7,221.8
112,인천,2011-02,1.4,13.5,-8.2,32.5,167.7
112,인천,2011-03,4.2,13.4,-2.8,14.5,260
112,인천,2011-04,10,18.2,4.3,127.6,201.7
112,인천,2011-05,16.8,27.5,9,44.2,192.5
112,인천,2011-06,20,29.7,12.9,307.6,180.6
112,인천,2011-07,23.9,32.9,18.1,864.2,104.5
112,인천,2011-08,25,32.1,19.4,208.4,117.6
112,인천,2011-09,21.7,31.6,11,26.4,192.9
112,인천,2011-10,14.8,22,5.3,30.3,206
112,인천,2011-11,11.4,23.9,-3.9,55.7,121.2
112,인천,2011-12,.4,10,-9,7.1,183.6
112,인천,2012-01,-1.9,8.4,-10.6,4,183.9
112,인천,2012-02,-1.2,12.5,-14.6,0,210.5
112,인천,2012-03,5.2,13.8,-4.8,26.6,178.7
112,인천,2012-04,11.7,28.9,2.3,104.5,196.4
112,인천,2012-05,18.1,27.4,12.1,14,230.7
112,인천,2012-06,22.9,33.8,15,90.8,252.3
112,인천,2012-07,24.5,31.3,18.5,425.3,161.1
112,인천,2012-08,26.7,35.3,18.4,365.2,171.4
112,인천,2012-09,21,28.6,12.3,161.1,167.9
112,인천,2012-10,15.6,24.6,3.5,77.7,237.6
112,인천,2012-11,6.1,15.2,-2.8,95.5,174.5
112,인천,2012-12,-3.7,7.6,-14.1,50.4,194.7
112,인천,2013-01,-2.9,13.6,-15.4,25.5,167.8
112,인천,2013-02,-1.4,13.4,-15.9,68.9,190.8
112,인천,2013-03,4.1,20.4,-4,30.7,251.7
112,인천,2013-04,8.9,19.8,1.9,52.5,223
112,인천,2013-05,16,27.1,6.8,126.2,239.9
112,인천,2013-06,22.2,30.2,13.7,36.9,247.5
112,인천,2013-07,24.1,29.4,19.4,447.4,102.6
112,인천,2013-08,26.9,32,20.5,120.7,245.4
112,인천,2013-09,21.5,28.6,12.8,204.5,193.3
112,인천,2013-10,15.9,26.3,5.4,5.1,264.9
112,인천,2013-11,6.8,19.5,-4.9,44.8,204.3
112,인천,2013-12,.4,10,-8.1,23.4,186.6
112,인천,2014-01,-.3,7.9,-9.5,7.9,192.8
112,인천,2014-02,1.4,13.4,-9.4,16.7,178.1
112,인천,2014-03,7,21.5,-3.4,8.5,229.3
112,인천,2014-04,12.3,23.2,3.1,44.1,206.1
112,인천,2014-05,16.9,28.9,7.4,74.3,301.2
112,인천,2014-06,21.8,27.9,17,62.8,222.5
112,인천,2014-07,24.8,32.8,18.6,227.2,199.7
112,인천,2014-08,24.5,35.3,18.8,122.1,171.1
112,인천,2014-09,22,28.6,14.7,93.9,215.6
112,인천,2014-10,15.9,27.5,4.7,60.3,246.6
112,인천,2014-11,9.2,20.3,-1.8,46,203.7
112,인천,2014-12,-2.1,8.4,-11.4,24.3,193.2
112,인천,2015-01,-.8,8.7,-8.8,10.3,205.2
112,인천,2015-02,1.2,12.2,-11.2,22.8,195.5
112,인천,2015-03,5.4,17.6,-6,10,270.9
112,인천,2015-04,12.5,24.5,3.3,53.7,210.5
112,인천,2015-05,17,27.5,9.8,30.1,290.8
112,인천,2015-06,21.8,28.6,14.8,63.6,268.7
112,인천,2015-07,24.5,32.1,17.8,175.8,192
112,인천,2015-08,25.8,33.1,19.9,45.5,229
112,인천,2015-09,22.5,30.8,15.6,13.5,268.2
112,인천,2015-10,16,24,4.3,87,240.8
112,인천,2015-11,9.4,19.6,-5.3,107.7,114.4
112,인천,2015-12,2.4,12.6,-8.5,32,185.4
112,인천,2016-01,-2.2,11.1,-16.3,2.8,199.6
112,인천,2016-02,.9,15.6,-8.6,43.1,204.6
112,인천,2016-03,6.4,19.5,-5,44.1,252.6
112,인천,2016-04,12.7,27.8,5.8,80.8,210.4
112,인천,2016-05,18.3,29.3,9.8,148.5,281.6
112,인천,2016-06,22.1,28.7,16.5,19.5,246
112,인천,2016-07,25.2,32.3,19.4,300.5,184.2
112,인천,2016-08,27.4,34,16.9,26.5,263.1
112,인천,2016-09,22.9,29.1,15.4,34.5,214.5
112,인천,2016-10,16.2,27.7,2.1,78.7,191.8
112,인천,2016-11,7.4,18.8,-4.6,18.2,174.8
112,인천,2016-12,2.2,13,-7.7,67.1,171.5
112,인천,2017-01,-.9,10.8,-11.1,20.6,215.6
112,인천,2017-02,.2,10.5,-7.7,16.2,216.4
112,인천,2017-03,5.8,15.6,-3.5,9.7,260.1
112,인천,2017-04,12.4,22.5,4.5,57,258.4
112,인천,2017-05,17.6,26.8,10.8,21.6,312.3
112,인천,2017-06,21.7,29.4,14.9,49.3,286.5
112,인천,2017-07,25.8,32.5,21.6,478.3,142.1
112,인천,2017-08,25.4,34,16.5,250.5,185.5
112,인천,2017-09,21.9,28.7,12.9,21.6,256.1
112,인천,2017-10,15.7,26,3.3,21.8,210.9
112,인천,2017-11,5.9,19.2,-5.3,42.2,198
112,인천,2017-12,-1.3,10,-11.1,40.1,209.9
112,인천,2018-01,-3.8,7.2,-17.1,4.5,208.9
112,인천,2018-02,-1.8,8.2,-11.9,27,219.2
